CPT_ID, Latitude, Longitude, NZMG Easting, NZMG Northing,NZTM_X,NZTM_Y, Vs30,,,,
CPT_35640_measurement_num_0,172.695725950379,-43.503343000352,2485404.86599721,5744855.29431394,1575402.52,5183242.39,165.13,,,,
CPT_56455_measurement_num_0,172.644680903718,-43.539099258265,2481293.61315934,5740866.45515465,1571293,5179255,165.15,,,,
CPT_26028_measurement_num_0,172.711093401917,-43.4838749463529,2486640.19630108,5747022.63472042,1576637.32,5185408.9,165.16,,,,
CPT_30090_measurement_num_0,172.708569137016,-43.5778861006534,2486472.30068779,5736576.99879228,1576469.77,5174967.43,165.19,,,,
CPT_22340_measurement_num_0,172.689789951325,-43.5062800055456,2484926.01897289,5744527.22544891,1574923.87,5182914.44,165.2,,,,
CPT_55399_measurement_num_0,172.685645800058,-43.5015040687344,2484588.89764174,5745056.59019485,1574586.87,5183443.59,165.21,,,,
CPT_564_measurement_num_0,172.651203531212,-43.5244372966828,2481814.01967379,5742497.64236544,1571813.15,5180885.57,165.21,,,,
CPT_56846_measurement_num_0,172.600830665839,-43.5255112475355,2477742.28763379,5742360.14810178,1567743,5180748,165.22,,,,
CPT_32725_measurement_num_0,172.642051471788,-43.5267903653512,2481075.25264608,5742233.09203496,1571074.68,5180621.1,165.23,,,,
CPT_23575_measurement_num_0,172.704032543656,-43.5361888531299,2486089.52812576,5741208.44278815,1576087,5179597,165.25,,,,
CPT_38591_measurement_num_0,172.653068270558,-43.5182981942773,2481961.9476965,5743180.33298444,1571961,5181568,165.28,,,,
CPT_49996_measurement_num_0,172.651397217684,-43.5192104658795,2481827.26207388,5743078.41723063,1571826.37,5181466.12,165.29,,,,
CPT_74487_measurement_num_0,172.694944991493,-43.5543018129205,2485362.31338764,5739193.40084245,1575360.14,5177582.74,165.29,,,,
CPT_4725_measurement_num_0,172.642213994982,-43.5061356300776,2481078.59091205,5744527.91680983,1571077.95,5182915.04,165.3,,,,
CPT_88459_measurement_num_0,172.66981550513,-43.5388720646307,2483324.99530096,5740900.00249303,1573323.58,5179288.6,165.31,,,,
CPT_4786_measurement_num_0,172.711306733509,-43.5019688267573,2486664.39055037,5745012.4300012,1576661.54,5183399.49,165.33,,,,
CPT_36867_measurement_num_0,172.694986992369,-43.5097980030825,2485347.71720674,5744137.91306416,1575345.41,5182525.29,165.35,,,,
CPT_44388_measurement_num_0,172.750146193409,-43.5569827923891,2489823.72345189,5738910.27455502,1579819.74,5177299.87,165.35,,,,
CPT_34576_measurement_num_0,172.690534979751,-43.5075509979398,2484986.78979844,5744386.23873191,1574984.62,5182773.51,165.36,,,,
CPT_26572_measurement_num_0,172.696084031659,-43.5500090271265,2485452.62536855,5739670.67852686,1575450.4,5178059.83,165.38,,,,
CPT_34623_measurement_num_0,172.705156980437,-43.5102720126795,2486170.283623,5744088.1949001,1576167.65,5182475.61,165.39,,,,
CPT_47593_measurement_num_0,172.735914998421,-43.5566409719334,2488673.70148981,5738944.7334315,1578670.19,5177334.28,165.39,,,,
CPT_34022_measurement_num_0,172.694477994516,-43.4315090412023,2485274.77204931,5752835.73444937,1575272.37,5191219.72,165.39,,,,
CPT_40385_measurement_num_0,172.712478001569,-43.4888630455216,2486754.11271963,5746468.83429765,1576751.2,5184855.32,165.4,,,,
CPT_45674_measurement_num_0,172.627290985006,-43.5064570457384,2479871.96303605,5744486.9428281,1569871.79,5182874.05,165.41,,,,
CPT_10818_measurement_num_0,172.657064347739,-43.519908506017,2482285.76942358,5743002.75507742,1572284.7,5181390.5,165.41,,,,
CPT_34556_measurement_num_0,172.710193060089,-43.5220359991325,2486582.03776513,5742782.60667896,1576579.27,5181170.55,165.42,,,,
CPT_56448_measurement_num_0,172.64394547734,-43.5378723950463,2481233.59426338,5741002.51001998,1571233,5179391,165.42,,,,
CPT_61978_measurement_num_0,172.666687238447,-43.4400975148859,2483028.44749702,5751872.94777038,1573026.92,5190257.29,165.43,,,,
CPT_76095_measurement_num_0,172.681554942423,-43.4800942820142,2484249.00057899,5747433.99404256,1574247.06,5185820.06,165.44,,,,
CPT_33322_measurement_num_0,172.710008995511,-43.5150220203115,2486564.45929957,5743561.82698353,1576561.68,5181949.46,165.46,,,,
CPT_73066_measurement_num_0,172.652494877014,-43.5190348025179,2481915.92732998,5743098.30245804,1571915,5181486,165.47,,,,
CPT_35851_measurement_num_0,172.658975040019,-43.5083120392235,2482435.00307867,5744291.77145781,1572433.84,5182679.02,165.49,,,,
CPT_44723_measurement_num_0,172.64097298096,-43.5112259999976,2480980.65735926,5743961.9417086,1570980.07,5182349.28,165.5,,,,
CPT_54702_measurement_num_0,172.710150665624,-43.4814570612095,2486562.99977286,5747291.00168269,1576560.15,5185677.16,165.53,,,,
CPT_24756_measurement_num_0,172.643306031152,-43.5296480019582,2481178.02269614,5741916.03613587,1571177.42,5180304.17,165.53,,,,
CPT_10822_measurement_num_0,172.657338911688,-43.5201497429402,2482308.07740313,5742976.04407644,1572307,5181363.8,165.54,,,,
CPT_43949_measurement_num_0,172.656896071122,-43.5195367555081,2482271.99520686,5743044.00148714,1572270.93,5181431.73,165.56,,,,
CPT_23265_measurement_num_0,172.706942992608,-43.5594079655594,2486333.78713562,5738629.54214331,1576331.24,5177019.14,165.56,,,,
CPT_105633_measurement_num_0,172.67468712166,-43.515914027916,2483708.84149708,5743452.23262367,1573707.2,5181839.84,165.57,,,,
CPT_5705_measurement_num_0,172.698973022464,-43.5022897191699,2485667.04253194,5744973.26545279,1575664.59,5183360.32,165.59,,,,
CPT_6412_measurement_num_0,172.66899869727,-43.5217909918921,2483251.48328184,5742797.48854413,1573250.04,5181185.34,165.6,,,,
CPT_99523_measurement_num_0,172.695625956612,-43.5553279464316,2485417.75190618,5739079.59353694,1575415.56,5177468.98,165.61,,,,
CPT_93425_measurement_num_0,172.690713966493,-43.4966752902207,2484996.80009697,5745594.60275655,1574994.6,5183981.4,165.62,,,,
CPT_36896_measurement_num_0,172.694004011411,-43.4165280317786,2485230.29171696,5754499.97445212,1575227.9,5192883.32,165.63,,,,
CPT_33767_measurement_num_0,172.709667032986,-43.4993519893111,2486530.77299742,5745302.70754343,1576527.97,5183689.65,165.63,,,,
CPT_74628_measurement_num_0,172.687785602745,-43.5189602207662,2484769.18243206,5743117.82474122,1574767.13,5181505.59,165.65,,,,
CPT_34978_measurement_num_0,172.708349071641,-43.518393138184,2486431.54721843,5743186.82119969,1576428.83,5181574.6,165.68,,,,
CPT_913_measurement_num_0,172.711834199387,-43.4816238443509,2486699.26355819,5747272.94239593,1576696.36,5185659.11,165.69,,,,
CPT_22429_measurement_num_0,172.684680688245,-43.5470052241364,2484529.86601509,5740001.00934169,1574528,5178390,165.7,,,,
CPT_147892_measurement_num_0,172.639968526784,-43.5263950219221,2480906.67824023,5742276.29391338,1570906.17,5180664.28,165.7,,,,
CPT_34799_measurement_num_0,172.705199512106,-43.4939310453561,2486167.32961259,5745903.72206753,1576164.66,5184290.42,165.71,,,,
CPT_10897_measurement_num_0,172.690653209302,-43.4788934091068,2484984.58124302,5747570.17563383,1574982.35,5185956.2,165.71,,,,
CPT_74413_measurement_num_0,172.688996156169,-43.508128679375,2484862.58910718,5744321.59607146,1574860.47,5182708.89,165.72,,,,
CPT_31441_measurement_num_0,172.68425695826,-43.4990290138847,2484475.53895847,5745331.14994573,1574473.55,5183718.04,165.73,,,,
CPT_56708_measurement_num_0,172.644188738865,-43.537337670666,2481253.0038875,5741062.00248267,1571252.4,5179450.47,165.73,,,,
CPT_40598_measurement_num_0,172.664533043414,-43.535687017212,2482896.62697115,5741252.17403905,1572895.37,5179640.62,165.74,,,,
CPT_54737_measurement_num_0,172.664488107621,-43.535688506121,2482892.99553044,5741251.99408092,1572891.74,5179640.44,165.74,,,,
CPT_5375_measurement_num_0,172.676141777541,-43.5569866548263,2483844.08395597,5738889.41145922,1573842.53,5177278.82,165.75,,,,
CPT_35594_measurement_num_0,172.707695983594,-43.5201680116993,2486379.43155171,5742989.4440511,1576376.74,5181377.3,165.76,,,,
CPT_35013_measurement_num_0,172.666427801659,-43.5546333902459,2483058.14984219,5739147.79138266,1573056.9,5177537.07,165.77,,,,
CPT_48778_measurement_num_0,172.711417253613,-43.5033331656706,2486673.85126646,5744860.87979864,1576671,5183248,165.77,,,,
CPT_34954_measurement_num_0,172.694717410308,-43.5495980355501,2485342.02236252,5739715.94009085,1575339.84,5178105.07,165.77,,,,
CPT_170600_measurement_num_0,172.63999281955,-43.5307165061846,2480910.70437925,5741796.17817244,1570910.21,5180184.35,165.77,,,,
CPT_529_measurement_num_0,172.66306153553,-43.5147947156274,2482768.35463149,5743572.87380852,1572767.08,5181960.41,165.78,,,,
CPT_12295_measurement_num_0,172.704853106126,-43.5577587825225,2486164.28451544,5738812.1813415,1576161.8,5177201.7,165.79,,,,
CPT_2914_measurement_num_0,172.653799507326,-43.523776260478,2482023.58401559,5742571.95511426,1572022.63,5180959.86,165.8,,,,
CPT_9781_measurement_num_0,172.655821684294,-43.5040797625426,2482178.07473298,5744760.93934082,1572177,5183148,165.83,,,,
CPT_3774_measurement_num_0,172.65449963607,-43.5093351760164,2482073.56882809,5744176.6159268,1572072.55,5182563.9,165.85,,,,
CPT_38442_measurement_num_0,172.654449944585,-43.5050340412856,2482067.57893571,5744654.46085854,1572066.55,5183041.56,165.87,,,,
CPT_38516_measurement_num_0,172.672882946643,-43.515912032007,2483562.96395682,5743451.88618717,1573561.38,5181839.49,165.89,,,,
CPT_11665_measurement_num_0,172.647775785298,-43.5175932769542,2481533.71257227,5743256.86453362,1571532.93,5181644.49,165.91,,,,
CPT_34547_measurement_num_0,172.680956059398,-43.4978390278829,2484208.06645708,5745462.34667152,1574206.18,5183849.18,165.91,,,,
CPT_12177_measurement_num_0,172.694523236675,-43.4321926861506,2485278.71313978,5752759.79516693,1575276.31,5191143.81,165.92,,,,
CPT_40477_measurement_num_0,172.683790853372,-43.4993432363174,2484437.97339018,5745296.09701279,1574436,5183683,165.92,,,,
CPT_25615_measurement_num_0,172.688479035221,-43.5161400852483,2484824.08223287,5743431.35686574,1574822,5181819,165.94,,,,
CPT_6313_measurement_num_0,172.648523037783,-43.5286263290747,2481599.27118497,5742031.32780879,1571598.5,5180419.43,165.94,,,,
CPT_37755_measurement_num_0,172.685752001897,-43.5469039948763,2484616.40100324,5740012.58117454,1574614.5,5178401.57,165.95,,,,
CPT_74412_measurement_num_0,172.689151596659,-43.5079965590522,2484875.1044064,5744336.32157871,1574872.98,5182723.61,165.95,,,,
CPT_48582_measurement_num_0,172.711205011508,-43.4785129732455,2486647.16795348,5747618.38922221,1576644.28,5186004.42,165.97,,,,
CPT_86_measurement_num_0,172.698517157832,-43.503340489238,2485630.59557209,5744856.39015009,1575628.16,5183243.49,165.97,,,,
CPT_30102_measurement_num_0,172.67618076339,-43.5254440547502,2483833.70190397,5742393.8945084,1573832.04,5180781.92,165.97,,,,
CPT_34444_measurement_num_0,172.693561605433,-43.5362152940902,2485243.18848929,5741202.46462679,1575241,5179591,165.97,,,,
CPT_25902_measurement_num_0,172.70659721141,-43.5129667353331,2486287.79379538,5743789.21373499,1576285.12,5182176.75,166,,,,
CPT_6698_measurement_num_0,172.692573874405,-43.5521089695896,2485169.82403361,5739436.33409705,1575167.72,5177825.57,166,,,,
CPT_38538_measurement_num_0,172.65437299254,-43.5044499709135,2482061.08805866,5744719.32608071,1572060.06,5183106.4,166,,,,
CPT_133264_measurement_num_0,172.69008026225,-43.4976771033578,2484945.95775528,5745483.11002341,1574943.78,5183869.95,166,,,,
CPT_5661_measurement_num_0,172.682590038365,-43.4985881406391,2484340.53682583,5745379.62164779,1574338.6,5183766.49,166,,,,
CPT_40679_measurement_num_0,172.73852201993,-43.5613769615039,2488885.99262012,5738419.20270764,1578882.41,5176808.97,166.01,,,,
CPT_40670_measurement_num_0,172.738059016782,-43.5579280128792,2488847.38846647,5738802.28006538,1578843.81,5177191.89,166.02,,,,
CPT_33856_measurement_num_0,172.694218008301,-43.5209419740785,2485290.05393644,5742899.56567685,1575287.8,5181287.43,166.03,,,,
CPT_44540_measurement_num_0,172.709601316586,-43.4971655791039,2486524.61517617,5745545.6037014,1576521.81,5183932.45,166.05,,,,
CPT_14506_measurement_num_0,172.708990275021,-43.4849343739371,2486470.46707493,5746904.34094447,1576467.66,5185290.65,166.06,,,,
CPT_36668_measurement_num_0,172.698820001507,-43.5077399706532,2485656.84527392,5744367.68696165,1575654.41,5182754.98,166.07,,,,
CPT_44166_measurement_num_0,172.694417051157,-43.5035669580729,2485299.10352236,5744830.02655002,1575296.8,5183217.13,166.09,,,,
CPT_49045_measurement_num_0,172.635576977591,-43.5256910234664,2480551.32224404,5742352.97446985,1570550.95,5180740.92,166.09,,,,
CPT_27574_measurement_num_0,172.739873955151,-43.5614760301847,2488995.25722489,5738408.53489047,1578991.63,5176798.31,166.1,,,,
CPT_9043_measurement_num_0,172.705944435801,-43.5113663493884,2486234.38649254,5743966.83536502,1576231.73,5182354.3,166.12,,,,
CPT_25994_measurement_num_0,172.709978057807,-43.5180717775344,2486563.13083252,5743222.98235436,1576560.36,5181610.75,166.13,,,,
CPT_29620_measurement_num_0,172.631672217275,-43.5493476642669,2480247.20218072,5739723.29842553,1570247.04,5178112.25,166.15,,,,
CPT_136_measurement_num_0,172.675395483942,-43.5207331422092,2483768.19056618,5742917.04150543,1573766.54,5181304.86,166.17,,,,
CPT_31446_measurement_num_0,172.688342986979,-43.4789019929522,2484797.67785395,5747568.52781597,1574795.52,5185954.55,166.18,,,,
CPT_30581_measurement_num_0,172.688348989351,-43.4789129945903,2484798.16802618,5747567.30733293,1574796.01,5185953.33,166.18,,,,
CPT_76117_measurement_num_0,172.687027699256,-43.4806763045036,2484692.00309485,5747371.00248517,1574689.89,5185757.1,166.19,,,,
CPT_54407_measurement_num_0,172.691777594579,-43.4946494033694,2485081.99822142,5745819.99952071,1575079.76,5184206.71,166.2,,,,
CPT_34603_measurement_num_0,172.692890959204,-43.520838019858,2485182.72148289,5742910.7227525,1575180.51,5181298.58,166.21,,,,
CPT_30430_measurement_num_0,172.690303049479,-43.4976969761895,2484963.98483099,5745480.96883018,1574961.8,5183867.81,166.26,,,,
CPT_62563_measurement_num_0,172.64905539857,-43.5450845514632,2481649.96015852,5740202.9646458,1571649.23,5178591.78,166.28,,,,
CPT_28868_measurement_num_0,172.644068954704,-43.534723998879,2481242.08934554,5741352.34555716,1571241.48,5179740.7,166.28,,,,
CPT_62611_measurement_num_0,172.611868341407,-43.5255714897482,2478634.62036883,5742357.64742915,1568634.99,5180745.53,166.29,,,,
CPT_186408_measurement_num_0,172.666958039134,-43.5439806990598,2483096.29603382,5740331.50628503,1573094.99,5178720.32,166.31,,,,
CPT_44514_measurement_num_0,172.684265187431,-43.498066927639,2484475.80135928,5745438.04173234,1574473.81,5183824.89,166.33,,,,
CPT_22338_measurement_num_0,172.689640000687,-43.5063799963876,2484913.9339335,5744516.07133051,1574911.79,5182903.29,166.34,,,,
CPT_31257_measurement_num_0,172.691361055211,-43.4765969670169,2485040.90743318,5747825.52439153,1575038.65,5186211.45,166.34,,,,
CPT_2256_measurement_num_0,172.711768720233,-43.4967219287095,2486699.74589786,5745595.50002892,1576696.87,5183982.33,166.35,,,,
CPT_37650_measurement_num_0,172.70102551959,-43.4031418801213,2485793.61028632,5755989.22639505,1575791,5194372,166.37,,,,
CPT_25766_measurement_num_0,172.695720585113,-43.5103957707131,2485407.27932752,5744071.71565425,1575404.95,5182459.12,166.37,,,,
CPT_5167_measurement_num_0,172.689808443312,-43.5066549040241,2484927.66867174,5744485.57905553,1574925.52,5182872.81,166.37,,,,
CPT_59391_measurement_num_0,172.70121071899,-43.4975279047702,2485846.12447752,5745502.96045622,1575843.59,5183889.81,166.37,,,,
CPT_22359_measurement_num_0,172.689429984996,-43.5078200212528,2484897.54375055,5744356.01882064,1574895.41,5182743.3,166.38,,,,
CPT_25881_measurement_num_0,172.705639450974,-43.4838459990612,2486198.97134943,5747024.31275259,1576196.27,5185410.57,166.38,,,,
CPT_31650_measurement_num_0,172.706430959039,-43.4753770338394,2486259.69952527,5747965.45144491,1576256.96,5186351.34,166.4,,,,
CPT_38536_measurement_num_0,172.654473060067,-43.5043430323193,2482069.13149733,5744731.24048933,1572068.1,5183118.31,166.41,,,,
CPT_1470_measurement_num_0,172.666497118327,-43.5550177118869,2483063.92060234,5739105.11434276,1573062.67,5177494.41,166.41,,,,
CPT_59209_measurement_num_0,172.716313005642,-43.4972243879462,2487067.48167951,5745540.93135138,1577064.46,5183927.79,166.42,,,,
CPT_7951_measurement_num_0,172.689094809987,-43.5472460197954,2484886.68801973,5739975.5879038,1574884.68,5178364.6,166.44,,,,
CPT_5338_measurement_num_0,172.678467992797,-43.5150705776832,2484014.18451734,5743547.122138,1574012.42,5181934.7,166.44,,,,
CPT_76098_measurement_num_0,172.682727635015,-43.4803855001484,2484343.99721673,5747402.00008104,1574342.02,5185788.08,166.44,,,,
CPT_35110_measurement_num_0,172.704709777469,-43.4779781852375,2486121.46070914,5747675.96998212,1576118.78,5186061.97,166.46,,,,
CPT_9362_measurement_num_0,172.637524958166,-43.5368776022629,2480714.1746811,5741110.80935976,1570713.78,5179499.24,166.46,,,,
CPT_40119_measurement_num_0,172.702356978353,-43.5134089610875,2485945.1057184,5743738.87192289,1575942.57,5182126.42,166.47,,,,
CPT_36899_measurement_num_0,172.693368971117,-43.4169200042628,2485179.02182056,5754456.23767853,1575176.65,5192839.6,166.47,,,,
CPT_138_measurement_num_0,172.677176345348,-43.5221640986441,2483912.78339603,5742758.61554276,1573911.08,5181146.5,166.47,,,,
CPT_17316_measurement_num_0,172.685866040651,-43.5105339896797,2484610.47293649,5744053.41645802,1574608.46,5182440.81,166.48,,,,
CPT_5545_measurement_num_0,172.710454532099,-43.5153061536459,2486600.5930523,5743530.38363654,1576597.8,5181918.03,166.49,,,,
CPT_32950_measurement_num_0,172.717220001951,-43.5019449753956,2487142.61180727,5745016.71198799,1577139.57,5183403.78,166.49,,,,
CPT_10864_measurement_num_0,172.656564474467,-43.5203419114114,2482245.55226477,5742954.43741916,1572244.5,5181342.2,166.49,,,,
CPT_76100_measurement_num_0,172.683111633956,-43.4802335815063,2484374.99965127,5747418.99619437,1574373.01,5185805.07,166.49,,,,
CPT_33788_measurement_num_0,172.71428095594,-43.5015980271656,2486904.78742463,5745054.45174263,1576901.84,5183441.5,166.5,,,,
CPT_6462_measurement_num_0,172.65576227391,-43.5020609126089,2482172.34810757,5744985.21615058,1572171.27,5183372.19,166.51,,,,
CPT_38249_measurement_num_0,172.707714996411,-43.4871779682565,2486368.172428,5746654.71437126,1576365.41,5185041.12,166.51,,,,
CPT_9501_measurement_num_0,172.688312146162,-43.5462000296343,2484823.00624037,5740091.56600744,1574821.02,5178480.53,166.53,,,,
CPT_2600_measurement_num_0,172.70654935394,-43.5114300329995,2486283.32589248,5743959.93149688,1576280.65,5182347.4,166.53,,,,
CPT_93427_measurement_num_0,172.709695590312,-43.4997941727026,2486533.25302003,5745253.5880763,1576530.45,5183640.55,166.55,,,,
CPT_99708_measurement_num_0,172.702770896104,-43.4778889713343,2485964.5588552,5747685.32612437,1575961.94,5186071.32,166.56,,,,
CPT_11824_measurement_num_0,172.738431022685,-43.5614890357104,2488878.67922733,5738406.72785189,1578875.1,5176796.5,166.56,,,,
CPT_31834_measurement_num_0,172.689883810251,-43.5133907583387,2484936.53444528,5743737.2346039,1574934.4,5182124.76,166.57,,,,
CPT_56702_measurement_num_0,172.626770796182,-43.5349603974069,2479844.00276359,5741319.99949133,1569843.94,5179708.32,166.57,,,,
CPT_613_measurement_num_0,172.657927055071,-43.5049210478632,2482348.71899083,5744668.16935497,1572347.58,5183055.27,166.59,,,,
CPT_34_measurement_num_0,172.713093289291,-43.5069361265976,2486810.76773983,5744461.04840282,1576807.87,5182848.33,166.6,,,,
CPT_3_measurement_num_0,172.709380195425,-43.512320942834,2486512.5753622,5743861.74726796,1576509.81,5182249.26,166.6,,,,
CPT_30603_measurement_num_0,172.688234971984,-43.5167550417924,2484804.60277379,5743362.9604093,1574802.53,5181750.63,166.61,,,,
CPT_4_measurement_num_0,172.712159857467,-43.5116327540469,2486737.07697673,5743938.9827907,1576734.22,5182326.47,166.62,,,,
CPT_1986_measurement_num_0,172.698963586047,-43.5191234602298,2485673.00174605,5743102.99681485,1575670.59,5181490.79,166.63,,,,
CPT_38837_measurement_num_0,172.69921403094,-43.4774340461657,2485676.60599658,5747734.83995255,1575674.1,5186120.81,166.64,,,,
CPT_46316_measurement_num_0,172.63928301842,-43.5226679822088,2480849.47887933,5742690.13542215,1570848.98,5181077.96,166.64,,,,
CPT_49030_measurement_num_0,172.639295534588,-43.5226856700348,2480850.4992162,5742688.17463516,1570850,5181076,166.64,,,,
CPT_44568_measurement_num_0,172.70328895357,-43.4733470007471,2486004.6819755,5748190.09328788,1576002.04,5186575.89,166.65,,,,
CPT_81_measurement_num_0,172.698884160248,-43.5046385239395,2485660.79445011,5744712.28275445,1575658.35,5183099.44,166.68,,,,
CPT_29109_measurement_num_0,172.67411661022,-43.5455889515728,2483675.53026434,5740155.09786925,1573674,5178544,166.69,,,,
CPT_18556_measurement_num_0,172.676620973264,-43.5503559616458,2483879.96395006,5739626.25210188,1573878.37,5178015.37,166.69,,,,
CPT_31890_measurement_num_0,172.632283563396,-43.5206002788527,2480282.59554169,5742917.3999034,1570282.31,5181305.12,166.69,,,,
CPT_112326_measurement_num_0,172.626684466069,-43.508280594542,2479823.8187236,5744284.12668585,1569823.67,5182671.31,166.69,,,,
CPT_44128_measurement_num_0,172.690753967134,-43.5178929984364,2485008.74065338,5743237.28592178,1575006.59,5181625.01,166.7,,,,
CPT_97304_measurement_num_0,172.681135972128,-43.5492079995085,2484244.33377444,5739755.1910957,1574242.59,5178144.27,166.7,,,,
CPT_75685_measurement_num_0,172.658997455396,-43.5467065822515,2482454.17131417,5740026.06781733,1572453.13,5178414.98,166.72,,,,
CPT_3998_measurement_num_0,172.712156470469,-43.4919327961751,2486729.2770951,5746127.68995746,1576726.38,5184514.31,166.73,,,,
CPT_34371_measurement_num_0,172.702008047473,-43.4795609803943,2485903.50191812,5747499.34418541,1575900.91,5185885.41,166.74,,,,
CPT_54706_measurement_num_0,172.6977039931,-43.5187241294425,2485571.00217079,5743146.99667149,1575568.63,5181534.77,166.74,,,,
CPT_132651_measurement_num_0,172.673257560948,-43.5139915020786,2483592.42117076,5743665.37889183,1573590.82,5182052.9,166.75,,,,
CPT_44334_measurement_num_0,172.698972925335,-43.502608020565,2485667.16182843,5744937.90152137,1575664.71,5183324.97,166.76,,,,
CPT_33997_measurement_num_0,172.709195016609,-43.5002289786698,2486492.93598488,5745205.1397416,1576490.15,5183592.12,166.78,,,,
CPT_22410_measurement_num_0,172.694784556245,-43.5489505415638,2485347.18675387,5739787.89862796,1575345,5178177,166.78,,,,
CPT_15529_measurement_num_0,172.638552359861,-43.5269531392948,2480792.46172444,5742213.79329952,1570792,5180601.8,166.79,,,,
CPT_33438_measurement_num_0,172.678341743664,-43.5494970414728,2484018.65254262,5739722.21547036,1574017,5178111.3,166.79,,,,
CPT_86810_measurement_num_0,172.677574029845,-43.5574264162672,2483959.99857693,5738840.99818232,1573958.4,5177230.43,166.79,,,,
CPT_34367_measurement_num_0,172.710187959971,-43.4779750026654,2486564.67611768,5747677.8738798,1576561.82,5186063.88,166.8,,,,
CPT_29735_measurement_num_0,172.709537929147,-43.5185136701559,2486527.71545826,5743173.76365059,1576524.96,5181561.55,166.82,,,,
CPT_29458_measurement_num_0,172.694560023267,-43.4793499859934,2485300.84474744,5747520.61156751,1575298.49,5185906.66,166.82,,,,
CPT_29074_measurement_num_0,172.711625008104,-43.4838260441738,2486683.18345545,5747028.21621328,1576680.29,5185414.48,166.83,,,,
CPT_55166_measurement_num_0,172.641156341359,-43.5058155450306,2480992.90861656,5744563.11253314,1570992.3,5182950.22,166.83,,,,
CPT_26159_measurement_num_0,172.738624458594,-43.5593914994625,2488893.58251289,5738639.82242685,1578889.99,5177029.5,166.83,,,,
CPT_37062_measurement_num_0,172.708735990127,-43.4827789927871,2486449.06234428,5747143.73556171,1576446.26,5185529.95,166.84,,,,
CPT_36971_measurement_num_0,172.749473048126,-43.5562619732928,2489769.09322489,5738990.19887343,1579765.13,5177379.76,166.84,,,,
CPT_9_measurement_num_0,172.702020068404,-43.5189186958812,2485920.04100094,5743126.63005274,1575917.53,5181514.42,166.85,,,,
CPT_22332_measurement_num_0,172.736833354601,-43.5570264885593,2488748.04070015,5738902.13379946,1578744.5,5177291.7,166.89,,,,
CPT_44502_measurement_num_0,172.695234924196,-43.4329060226981,2485336.6251356,5752680.75447894,1575334.2,5191064.8,166.89,,,,
CPT_44468_measurement_num_0,172.69411288058,-43.552542328185,2485294.36252306,5739388.64102411,1575292.21,5177777.9,166.9,,,,
CPT_32045_measurement_num_0,172.692676975637,-43.5212120221373,2485165.5735772,5742869.1067405,1575163.37,5181256.98,166.91,,,,
CPT_43846_measurement_num_0,172.692500986811,-43.5141040318325,2485148.44665405,5743658.76875093,1575146.23,5182046.33,166.92,,,,
CPT_5507_measurement_num_0,172.695605964047,-43.4347557038929,2485367.41583112,5752475.36511964,1575364.98,5190859.49,166.92,,,,
CPT_34615_measurement_num_0,172.691661945497,-43.4950150263879,2485072.79378774,5745779.34375176,1575070.56,5184166.07,166.93,,,,
CPT_209878_measurement_num_0,172.685173511013,-43.4997447713054,2484549.96657661,5745251.90743321,1574547.95,5183638.83,166.96,,,,
CPT_23561_measurement_num_0,172.656626956429,-43.5187499656369,2482249.87903401,5743131.32602169,1572248.82,5181519.02,166.96,,,,
CPT_133260_measurement_num_0,172.708908494564,-43.4808731268557,2486462.28081691,5747355.52868785,1576459.47,5185741.66,166.96,,,,
CPT_50642_measurement_num_0,172.68579446296,-43.4844749968241,2484593.81719726,5746948.58944539,1574591.75,5185334.85,166.98,,,,
CPT_44003_measurement_num_0,172.658489040994,-43.5188979899879,2482400.49763126,5743115.4957379,1572399.38,5181503.2,166.98,,,,
CPT_75746_measurement_num_0,172.683997397213,-43.5591066160084,2484479.71022203,5738656.29654706,1574477.91,5177045.82,166.99,,,,
CPT_89_measurement_num_0,172.702128144684,-43.5014738193512,2485921.88572107,5745064.82622561,1575919.33,5183451.85,166.99,,,,
CPT_10004_measurement_num_0,172.648452899288,-43.5337775304741,2481596.00156552,5741458.99559883,1571595.25,5179847.32,167,,,,
CPT_4052_measurement_num_0,172.714771856026,-43.5007165619639,2486944.15508218,5745152.51981499,1576941.19,5183539.53,167.01,,,,
CPT_25687_measurement_num_0,172.691528219058,-43.5128518887194,2485069.27859036,5743797.59528487,1575067.09,5182185.1,167.01,,,,
CPT_25787_measurement_num_0,172.696808393755,-43.4780144149664,2485482.20845718,5747669.65719602,1575479.78,5186055.65,167.02,,,,
CPT_54551_measurement_num_0,172.690594006025,-43.5061671994373,2484990.99499057,5744539.99906069,1574988.82,5182927.21,167.02,,,,
CPT_40561_measurement_num_0,172.706117992356,-43.4829079893154,2486237.31819517,5747128.66313824,1576234.6,5185514.88,167.02,,,,
CPT_48828_measurement_num_0,172.736826958206,-43.5591220221872,2488748.25372385,5738669.30899649,1578744.72,5177058.97,167.03,,,,
CPT_25932_measurement_num_0,172.708131618382,-43.5112681340751,2486411.20742979,5743978.36585596,1576408.48,5182365.83,167.04,,,,
CPT_34953_measurement_num_0,172.694989395568,-43.5495968705758,2485364.00120285,5739716.14947821,1575361.81,5178105.28,167.06,,,,
CPT_48826_measurement_num_0,172.737001970176,-43.5591080181807,2488762.38957645,5738670.9092046,1578758.85,5177060.57,167.07,,,,
