File Name, Depth, Hegazy Vs, Andrus Vs,  Rob Vs, Mc15 Vs,  Mc18 Vs
CPT_6457, 1.12, 285.10,  134.19,  182.43, 75.27,  162.16
CPT_6457, 1.14, 288.59,  133.46,  182.67, 75.22,  162.84
CPT_6457, 1.16, 310.37,  133.82,  187.10, 75.79,  166.02
CPT_6457, 1.18, 318.30,  134.38,  188.95, 76.43,  167.91
CPT_6457, 1.20, 341.16,  136.30,  194.37, 77.76,  171.88
CPT_6457, 1.22, 356.38,  137.52,  197.86, 78.67,  174.56
CPT_6457, 1.24, 354.93,  137.59,  197.66, 79.03,  175.28
CPT_6457, 1.26, 399.95,  129.36,  199.87, 75.36,  174.58
CPT_6457, 1.28, 400.83,  127.49,  198.75, 74.69,  174.18
CPT_6457, 1.30, 424.51,  122.53,  199.12, 72.64,  173.56
CPT_6457, 1.32, 451.28,  119.15,  200.79, 71.40,  174.04
CPT_6457, 1.34, 485.82,  116.84,  204.10, 70.74,  175.61
CPT_6457, 1.36, 489.81,  116.15,  204.12, 70.71,  176.23
CPT_6457, 1.38, 496.12,  116.95,  205.54, 71.41,  177.92
CPT_6457, 1.40, 508.44,  118.70,  208.47, 72.60,  180.57
CPT_6457, 1.42, 526.16,  118.17,  210.44, 72.71,  182.09
CPT_6457, 1.44, 583.26,  118.26,  217.86, 73.27,  186.09
CPT_6457, 1.46, 610.75,  118.23,  220.32, 73.69,  189.01
CPT_6457, 1.48, 629.11,  115.77,  218.62, 73.01,  190.94
CPT_6457, 1.50, 647.31,  113.18,  216.73, 72.28,  192.80
CPT_6457, 1.52, 670.23,  112.40,  217.44, 72.37,  195.33
CPT_6457, 1.54, 706.61,  112.29,  219.97, 72.83,  198.93
CPT_6457, 1.56, 697.92,  110.51,  216.91, 72.28,  198.90
CPT_6457, 1.58, 631.13,  109.06,  209.60, 71.43,  194.42
CPT_6457, 1.60, 594.58,  108.11,  205.21, 70.98,  192.07
CPT_6457, 1.62, 566.62,  106.64,  200.84, 70.35,  190.19
CPT_6457, 1.64, 537.88,  105.09,  196.27, 69.64,  188.05
CPT_6457, 1.66, 517.24,  103.93,  192.85, 69.16,  186.64
CPT_6457, 1.68, 522.51,  105.27,  194.79, 70.06,  188.26
CPT_6457, 1.70, 518.38,  106.56,  195.80, 70.84,  188.90
CPT_6457, 1.72, 514.13,  107.96,  196.93, 71.66,  189.54
CPT_6457, 1.74, 503.51,  114.74,  203.94, 74.90,  190.49
CPT_6457, 1.76, 508.27,  117.66,  206.98, 76.61,  193.10
CPT_6457, 1.78, 492.83,  119.25,  206.01, 77.56,  193.74
CPT_6457, 1.80, 537.24,  119.95,  212.45, 78.38,  197.77
CPT_6457, 1.82, 546.46,  119.31,  212.66, 78.37,  199.08
CPT_6457, 1.84, 537.01,  118.32,  210.44, 78.07,  198.77
CPT_6457, 1.86, 526.77,  117.92,  208.86, 78.04,  198.46
CPT_6457, 1.88, 518.64,  115.81,  205.42, 77.21,  198.01
CPT_6457, 1.90, 518.98,  113.53,  202.58, 76.38,  198.40
CPT_6457, 1.92, 526.89,  111.60,  200.85, 75.79,  199.67
CPT_6457, 1.94, 525.96,  110.09,  198.81, 75.31,  200.10
CPT_6457, 1.96, 499.09,  109.50,  195.48, 74.99,  197.90
CPT_6457, 1.98, 486.81,  110.84,  195.76, 75.71,  197.54
CPT_6457, 2.00, 466.46,  111.67,  194.63, 76.11,  196.09
CPT_6457, 2.02, 447.97,  110.31,  191.07, 75.47,  194.33
CPT_6457, 2.04, 432.46,  104.00,  181.96, 72.51,  192.07
CPT_6457, 2.06, 413.83,  99.76,  174.94, 70.46,  189.71
CPT_6457, 2.08, 361.61,  95.38,  164.19, 67.77,  182.16
CPT_6457, 2.10, 325.25,  92.13,  156.21, 65.73,  176.37
CPT_6457, 2.12, 311.30,  91.48,  153.73, 65.31,  174.39
CPT_6457, 2.14, 296.90,  90.63,  150.95, 64.76,  172.13
CPT_6457, 2.16, 295.55,  90.37,  150.37, 64.79,  172.52
CPT_6457, 2.18, 266.09,  88.71,  144.74, 63.38,  166.57
CPT_6457, 2.20, 265.07,  88.87,  144.69, 63.61,  166.96
CPT_6457, 2.22, 292.16,  92.16,  151.74, 66.12,  173.83
CPT_6457, 2.24, 288.22,  91.85,  150.79, 66.28,  174.23
CPT_6457, 2.26, 287.09,  91.87,  150.58, 66.45,  174.62
CPT_6457, 2.28, 298.66,  93.54,  153.79, 67.71,  177.77
CPT_6457, 2.30, 284.90,  92.80,  151.17, 67.20,  175.46
CPT_6457, 2.32, 284.14,  94.96,  153.48, 68.38,  175.98
CPT_6457, 2.34, 295.57,  98.40,  158.74, 70.51,  179.25
CPT_6457, 2.36, 279.80,  103.36,  160.01, 73.06,  179.94
CPT_6457, 2.38, 266.93,  110.69,  162.76, 77.13,  183.22
CPT_6457, 2.40, 277.13,  118.32,  169.92, 81.84,  190.32
CPT_6457, 2.42, 273.99,  124.88,  173.76, 85.79,  194.63
CPT_6457, 2.44, 228.93,  134.49,  171.01, 91.38,  193.96
CPT_6457, 2.46, 217.22,  135.36,  169.06, 91.98,  192.60
CPT_6457, 2.48, 216.85,  138.28,  170.95, 94.08,  195.01
CPT_6457, 2.50, 234.63,  147.14,  180.80, 100.25,  205.01
CPT_6457, 2.52, 271.68,  158.47,  196.15, 107.72,  218.71
CPT_6457, 2.54, 267.18,  162.03,  197.83, 110.50,  221.09
CPT_6457, 2.56, 279.44,  164.59,  202.01, 112.21,  224.80
CPT_6457, 2.58, 313.29,  168.46,  211.02, 114.30,  231.54
CPT_6457, 2.60, 345.64,  170.87,  218.44, 115.48,  236.72
CPT_6457, 2.62, 380.11,  170.68,  224.13, 115.06,  240.22
CPT_6457, 2.64, 386.37,  167.61,  223.01, 113.30,  239.46
CPT_6457, 2.66, 342.44,  160.41,  210.53, 109.44,  231.44
CPT_6457, 2.68, 355.52,  160.16,  212.61, 109.37,  233.12
CPT_6457, 2.70, 375.08,  168.15,  221.52, 114.34,  240.34
CPT_6457, 2.72, 364.74,  166.83,  218.86, 113.83,  239.11
CPT_6457, 2.74, 359.04,  163.52,  215.57, 112.01,  237.07
CPT_6457, 2.76, 386.01,  160.64,  218.04, 110.25,  238.44
CPT_6457, 2.78, 468.83,  163.19,  232.70, 111.63,  247.51
CPT_6457, 2.80, 493.48,  162.65,  235.89, 111.47,  249.65
CPT_6457, 2.82, 495.38,  162.99,  236.39, 111.86,  250.54
CPT_6457, 2.84, 463.63,  166.91,  234.54, 114.38,  250.83
CPT_6457, 2.86, 430.34,  170.43,  231.99, 116.82,  250.66
CPT_6457, 2.88, 405.20,  172.77,  229.71, 118.65,  250.39
CPT_6457, 2.90, 379.64,  177.01,  228.65, 121.86,  251.15
CPT_6457, 2.92, 379.81,  180.21,  231.01, 124.14,  253.56
CPT_6457, 2.94, 341.35,  179.11,  223.86, 124.44,  249.90
CPT_6457, 2.96, 301.22,  175.18,  214.04, 122.99,  243.82
CPT_6457, 2.98, 282.75,  171.45,  207.94, 121.02,  239.70
CPT_6457, 3.00, 277.02,  168.03,  204.33, 118.85,  237.13
CPT_6457, 3.02, 262.64,  163.60,  198.36, 116.17,  232.68
CPT_6457, 3.04, 241.50,  156.95,  189.36, 111.95,  225.36
CPT_6457, 3.06, 251.60,  154.18,  189.34, 109.94,  225.51
CPT_6457, 3.08, 296.86,  153.77,  197.66, 109.38,  232.22
CPT_6457, 3.10, 347.89,  153.25,  206.31, 109.00,  238.64
CPT_6457, 3.12, 401.36,  155.50,  216.65, 110.45,  246.12
CPT_6457, 3.14, 409.51,  157.04,  219.02, 111.53,  248.30
CPT_6457, 3.16, 407.03,  160.51,  221.10, 113.78,  250.54
CPT_6457, 3.18, 399.83,  165.78,  223.73, 117.17,  253.35
CPT_6457, 3.20, 394.56,  166.62,  223.48, 117.90,  253.81
CPT_6457, 3.22, 357.00,  161.31,  213.52, 115.01,  247.32
CPT_6457, 3.24, 356.07,  161.35,  213.37, 115.21,  247.71
CPT_6457, 3.26, 355.14,  161.38,  213.23, 115.41,  248.09
CPT_6457, 3.28, 262.33,  135.27,  177.98, 99.13,  219.96
CPT_6457, 3.30, 287.85,  134.41,  182.17, 98.91,  223.98
CPT_6457, 3.32, 331.30,  134.65,  190.01, 99.51,  230.76
CPT_6457, 3.34, 400.46,  137.93,  203.53, 102.01,  241.38
CPT_6457, 3.36, 463.77,  144.10,  217.39, 106.01,  251.69
CPT_6457, 3.38, 475.16,  146.13,  220.47, 107.38,  254.37
CPT_6457, 3.40, 507.70,  145.19,  224.21, 107.15,  257.24
CPT_6457, 3.42, 516.21,  141.33,  222.37, 105.18,  256.36
CPT_6457, 3.44, 520.61,  139.20,  221.26, 104.18,  256.08
CPT_6457, 3.46, 528.03,  142.80,  224.96, 106.38,  259.19
CPT_6457, 3.48, 478.33,  148.46,  222.47, 109.53,  258.46
CPT_6457, 3.50, 411.18,  150.56,  214.17, 110.73,  253.58
CPT_6457, 3.52, 343.79,  145.89,  199.95, 107.93,  243.64
CPT_6457, 3.54, 314.66,  138.34,  189.50, 103.33,  235.75
CPT_6457, 3.56, 265.46,  136.29,  179.03, 101.90,  227.20
CPT_6457, 3.58, 216.22,  135.44,  168.53, 101.11,  217.27
CPT_6457, 3.60, 238.44,  147.14,  181.47, 109.37,  229.87
CPT_6457, 3.62, 220.37,  151.11,  180.74, 112.55,  229.28
CPT_6457, 3.64, 219.98,  151.14,  180.67, 112.73,  229.60
CPT_6457, 3.66, 215.50,  160.13,  186.70, 120.06,  235.34
CPT_6457, 3.68, 202.74,  160.66,  184.70, 121.22,  233.50
CPT_6457, 3.70, 178.27,  157.82,  177.76, 120.14,  225.76
CPT_6457, 3.72, 167.10,  158.04,  176.06, 121.32,  223.03
CPT_6457, 3.74, 165.00,  158.85,  176.52, 122.53,  223.43
CPT_6457, 3.76, 165.63,  160.50,  178.28, 124.49,  225.51
CPT_6457, 3.78, 173.74,  164.52,  183.48, 128.32,  231.93
CPT_6457, 3.80, 191.12,  170.92,  192.28, 133.48,  241.94
CPT_6457, 3.82, 195.46,  173.44,  195.46, 135.93,  245.40
CPT_6457, 3.84, 201.07,  175.56,  198.35, 137.69,  248.57
CPT_6457, 3.86, 207.59,  177.41,  201.05, 138.96,  251.51
CPT_6457, 3.88, 211.90,  178.60,  202.79, 139.81,  253.49
CPT_6457, 3.90, 216.28,  179.74,  204.49, 140.58,  255.40
CPT_6457, 3.92, 221.42,  181.60,  207.04, 142.09,  258.03
CPT_6457, 3.94, 225.31,  183.56,  209.56, 143.90,  260.57
CPT_6457, 3.96, 228.82,  185.47,  212.01, 145.73,  263.02
CPT_6457, 3.98, 224.96,  185.19,  211.35, 146.20,  262.73
CPT_6457, 4.00, 221.92,  184.79,  210.65, 146.41,  262.41
CPT_6457, 4.02, 222.74,  185.46,  211.49, 147.22,  263.46
CPT_6457, 4.04, 229.19,  187.66,  214.55, 148.90,  266.44
CPT_6457, 4.06, 233.61,  189.95,  217.60, 151.12,  269.32
CPT_6457, 4.08, 239.75,  191.98,  220.44, 152.63,  272.01
CPT_6457, 4.10, 246.36,  193.89,  223.16, 153.90,  274.56
CPT_6457, 4.12, 251.04,  195.30,  225.16, 154.91,  276.49
CPT_6457, 4.14, 253.91,  196.25,  226.48, 155.68,  277.87
CPT_6457, 4.16, 257.31,  197.13,  227.76, 156.27,  279.20
CPT_6457, 4.18, 260.83,  197.98,  229.01, 156.80,  280.51
CPT_6457, 4.20, 269.49,  200.04,  232.06, 157.92,  283.19
CPT_6457, 4.22, 272.54,  200.88,  233.26, 158.54,  284.44
CPT_6457, 4.24, 264.96,  199.32,  230.89, 158.10,  282.96
CPT_6457, 4.26, 259.23,  198.14,  229.09, 157.80,  281.87
CPT_6457, 4.28, 260.76,  198.00,  229.02, 157.46,  282.16
CPT_6457, 4.30, 258.20,  198.24,  229.16, 158.38,  282.56
CPT_6457, 4.32, 254.25,  198.01,  228.67, 159.01,  282.46
CPT_6457, 4.34, 248.67,  197.32,  227.57, 159.44,  281.85
CPT_6457, 4.36, 242.08,  196.63,  226.54, 160.24,  281.24
CPT_6457, 4.38, 240.95,  196.69,  226.64, 160.77,  281.60
CPT_6457, 4.40, 241.73,  197.20,  227.35, 161.43,  282.46
CPT_6457, 4.42, 242.76,  197.69,  228.03, 162.00,  283.31
CPT_6457, 4.44, 250.68,  199.89,  231.11, 163.26,  286.10
CPT_6457, 4.46, 255.21,  201.19,  232.92, 164.10,  287.85
CPT_6457, 4.48, 257.79,  202.06,  234.15, 164.83,  289.11
CPT_6457, 4.50, 256.78,  202.59,  234.92, 166.03,  289.96
CPT_6457, 4.52, 257.97,  203.48,  236.21, 167.20,  291.23
CPT_6457, 4.54, 253.98,  203.12,  235.85, 168.00,  291.18
CPT_6457, 4.56, 253.95,  203.56,  236.55, 168.87,  291.99
CPT_6457, 4.58, 254.22,  203.99,  237.24, 169.64,  292.79
CPT_6457, 4.60, 255.19,  204.42,  237.87, 170.16,  293.56
CPT_6457, 4.62, 261.07,  206.07,  240.10, 171.06,  295.59
CPT_6457, 4.64, 263.37,  206.89,  241.26, 171.78,  296.77
CPT_6457, 4.66, 270.77,  209.23,  244.56, 173.42,  299.54
CPT_6457, 4.68, 279.70,  212.21,  248.85, 175.69,  302.96
CPT_6457, 4.70, 274.57,  212.11,  249.26, 177.56,  303.43
CPT_6457, 4.72, 260.80,  209.22,  246.09, 178.03,  301.23
CPT_6457, 4.74, 248.54,  206.15,  242.74, 177.98,  298.82
CPT_6457, 4.76, 232.48,  201.32,  236.92, 176.43,  294.35
CPT_6457, 4.78, 214.93,  195.77,  231.00, 175.30,  289.33
CPT_6457, 4.80, 202.36,  191.28,  225.68, 173.34,  284.63
CPT_6457, 4.82, 193.26,  187.98,  223.12, 173.43,  281.97
CPT_6457, 4.84, 191.25,  187.13,  220.79, 171.47,  280.21
CPT_6457, 4.86, 210.59,  194.27,  228.70, 174.44,  288.32
CPT_6457, 4.88, 202.55,  191.51,  225.92, 173.91,  285.80
CPT_6457, 4.90, 200.08,  190.71,  225.59, 174.42,  285.55
CPT_6457, 4.92, 186.48,  185.47,  220.32, 172.81,  280.11
CPT_6457, 4.94, 209.14,  194.21,  230.05, 176.80,  290.18
CPT_6457, 4.96, 209.96,  194.48,  229.97, 176.54,  290.44
CPT_6457, 4.98, 215.87,  196.59,  232.32, 177.42,  292.86
CPT_6457, 5.00, 197.84,  189.92,  223.62, 173.32,  285.05
CPT_6457, 5.02, 184.43,  184.83,  219.20, 172.58,  280.08
CPT_6457, 5.04, 171.47,  179.35,  213.68, 170.27,  273.40
CPT_6457, 5.06, 176.58,  181.59,  216.48, 172.06,  276.95
CPT_6457, 5.08, 227.59,  200.92,  237.80, 180.42,  298.84
CPT_6457, 5.10, 194.96,  189.14,  223.66, 174.73,  285.91
CPT_6457, 5.12, 203.31,  192.22,  226.49, 175.42,  289.22
CPT_6457, 5.14, 201.57,  191.49,  225.05, 174.43,  288.24
CPT_6457, 5.16, 211.85,  194.96,  228.41, 175.14,  291.99
CPT_6457, 5.18, 221.06,  198.02,  231.90, 176.35,  295.53
CPT_6457, 5.20, 224.27,  199.05,  233.04, 176.76,  296.85
CPT_6457, 5.22, 246.62,  206.12,  241.98, 180.16,  304.73
CPT_6457, 5.24, 211.60,  195.07,  228.62, 175.83,  293.12
CPT_6457, 5.26, 199.70,  190.91,  223.82, 174.17,  288.60
CPT_6457, 5.28, 182.97,  184.63,  217.00, 171.64,  281.25
CPT_6457, 5.30, 172.57,  180.39,  212.51, 169.69,  275.82
CPT_6457, 5.32, 176.05,  181.86,  213.61, 170.02,  277.75
CPT_6457, 5.34, 170.08,  179.40,  211.04, 168.90,  274.51
CPT_6457, 5.36, 163.28,  176.46,  207.45, 166.72,  269.88
CPT_6457, 5.38, 161.85,  175.86,  206.83, 166.46,  269.09
CPT_6457, 5.40, 167.44,  178.36,  209.66, 168.32,  273.38
CPT_6457, 5.42, 174.93,  181.56,  212.97, 170.09,  278.17
CPT_6457, 5.44, 173.05,  180.72,  211.07, 168.56,  276.58
CPT_6457, 5.46, 172.11,  180.30,  210.10, 167.81,  275.88
CPT_6457, 5.48, 183.02,  184.64,  214.83, 170.11,  282.11
CPT_6457, 5.50, 291.35,  215.54,  252.49, 181.30,  317.87
CPT_6457, 5.52, 215.50,  194.95,  225.19, 172.37,  294.78
CPT_6457, 5.54, 211.35,  193.94,  224.22, 172.58,  293.88
CPT_6457, 5.56, 210.74,  194.32,  225.42, 174.16,  294.86
CPT_6457, 5.58, 199.07,  190.59,  221.31, 173.11,  290.69
CPT_6457, 5.60, 222.40,  198.95,  232.24, 178.45,  301.27
CPT_6457, 5.62, 221.71,  199.46,  234.27, 180.93,  302.77
CPT_6457, 5.64, 209.98,  195.89,  231.72, 181.66,  299.92
CPT_6457, 5.66, 212.09,  196.99,  234.99, 184.72,  302.57
CPT_6457, 5.68, 213.46,  197.60,  236.52, 186.08,  303.97
CPT_6457, 5.70, 219.18,  199.72,  238.66, 186.82,  306.28
CPT_6457, 5.72, 207.51,  195.42,  233.60, 184.82,  301.75
CPT_6457, 5.74, 186.91,  187.27,  223.79, 180.16,  291.92
CPT_6457, 5.76, 156.78,  173.75,  209.17, 171.70,  271.80
CPT_6457, 5.78, 153.54,  172.38,  206.68, 169.55,  268.39
CPT_6457, 5.80, 163.60,  177.41,  209.82, 171.19,  276.39
CPT_6457, 5.82, 173.46,  181.70,  212.94, 172.22,  282.26
CPT_6457, 5.84, 168.30,  179.49,  209.69, 170.07,  278.69
CPT_6457, 5.86, 170.81,  180.44,  209.68, 169.50,  279.81
CPT_6457, 5.88, 172.94,  181.23,  210.02, 169.40,  280.94
CPT_6457, 5.90, 178.92,  183.68,  212.95, 171.11,  284.79
CPT_6457, 5.92, 188.05,  187.22,  217.10, 173.24,  289.92
CPT_6457, 5.94, 181.96,  185.42,  217.29, 175.25,  288.81
CPT_6457, 5.96, 188.94,  188.25,  220.74, 177.18,  292.91
CPT_6457, 5.98, 195.31,  190.64,  223.08, 178.03,  295.96
CPT_6457, 6.00, 185.75,  186.91,  218.25, 175.52,  291.05
CPT_6457, 6.02, 184.59,  186.16,  216.00, 173.46,  289.58
CPT_6457, 6.04, 190.03,  188.03,  217.62, 173.82,  292.11
CPT_6457, 6.06, 185.92,  186.41,  215.34, 172.57,  289.96
CPT_6457, 6.08, 186.78,  186.52,  214.92, 171.96,  290.14
CPT_6457, 6.10, 185.39,  185.98,  214.13, 171.58,  289.55
CPT_6457, 6.12, 201.25,  191.57,  220.74, 174.50,  297.29
CPT_6457, 6.14, 207.08,  193.65,  223.41, 175.89,  300.24
CPT_6457, 6.16, 223.67,  199.01,  230.08, 178.64,  307.14
CPT_6457, 6.18, 238.43,  203.45,  235.72, 180.82,  312.71
CPT_6457, 6.20, 243.71,  205.16,  238.01, 181.97,  314.96
CPT_6457, 6.22, 246.59,  205.99,  239.05, 182.42,  316.16
CPT_6457, 6.24, 272.17,  212.81,  248.00, 185.46,  324.25
CPT_6457, 6.26, 264.92,  211.03,  245.62, 184.87,  322.46
CPT_6457, 6.28, 264.87,  211.50,  246.45, 185.82,  323.20
CPT_6457, 6.30, 268.40,  212.19,  247.20, 185.84,  324.24
CPT_6457, 6.32, 259.56,  209.55,  243.49, 184.30,  321.49
CPT_6457, 6.34, 255.88,  208.37,  241.79, 183.57,  320.39
CPT_6457, 6.36, 256.41,  208.33,  241.61, 183.37,  320.61
CPT_6457, 6.38, 257.04,  208.28,  241.40, 183.12,  320.83
CPT_6457, 6.40, 264.66,  210.09,  243.73, 183.78,  323.25
CPT_6457, 6.42, 253.71,  207.04,  239.52, 182.21,  319.90
CPT_6457, 6.44, 246.50,  205.07,  236.84, 181.33,  317.77
CPT_6457, 6.46, 249.84,  205.82,  237.73, 181.54,  318.95
CPT_6457, 6.48, 258.42,  208.13,  240.81, 182.73,  321.98
CPT_6457, 6.50, 265.18,  210.02,  243.37, 183.84,  324.45
CPT_6457, 6.52, 273.11,  212.21,  246.37, 185.12,  327.24
CPT_6457, 6.54, 268.58,  211.20,  244.97, 184.87,  326.25
CPT_6457, 6.56, 267.60,  210.78,  244.32, 184.55,  326.06
CPT_6457, 6.58, 275.39,  212.41,  246.44, 185.01,  328.34
CPT_6457, 6.60, 279.04,  212.93,  247.08, 184.95,  329.35
CPT_6457, 6.62, 279.78,  212.79,  246.81, 184.63,  329.56
CPT_6457, 6.64, 281.15,  213.11,  247.21, 184.85,  330.21
CPT_6457, 6.66, 273.96,  212.02,  245.74, 185.07,  328.90
CPT_6457, 6.68, 282.69,  214.52,  249.21, 186.68,  331.99
CPT_6457, 6.70, 269.05,  211.63,  245.31, 185.95,  328.65
CPT_6457, 6.72, 254.99,  208.53,  241.32, 185.29,  325.02
CPT_6457, 6.74, 249.85,  207.47,  240.07, 185.33,  323.92
CPT_6457, 6.76, 253.12,  208.73,  241.86, 186.47,  325.59
CPT_6457, 6.78, 253.43,  208.70,  241.71, 186.35,  325.81
CPT_6457, 6.80, 255.06,  209.06,  242.08, 186.45,  326.49
CPT_6457, 6.82, 259.48,  210.15,  243.43, 186.88,  328.05
CPT_6457, 6.84, 264.85,  211.62,  245.35, 187.68,  330.02
CPT_6457, 6.86, 265.27,  212.09,  246.09, 188.41,  330.73
CPT_6457, 6.88, 260.54,  211.08,  244.82, 188.33,  329.71
CPT_6457, 6.90, 255.60,  210.05,  243.61, 188.36,  328.67
CPT_6457, 6.92, 256.89,  210.44,  244.08, 188.64,  329.35
CPT_6457, 6.94, 262.85,  211.85,  245.77, 189.06,  331.29
CPT_6457, 6.96, 268.55,  213.23,  247.50, 189.59,  333.19
CPT_6457, 6.98, 271.01,  213.95,  248.45, 190.08,  334.26
CPT_6457, 7.00, 271.96,  214.34,  248.98, 190.50,  334.91
CPT_6457, 7.02, 275.77,  215.38,  250.35, 191.11,  336.35
CPT_6457, 7.04, 275.49,  215.41,  250.38, 191.31,  336.60
CPT_6457, 7.06, 269.85,  214.60,  249.56, 191.84,  335.72
CPT_6457, 7.08, 265.59,  213.58,  248.22, 191.58,  334.73
CPT_6457, 7.10, 260.33,  212.13,  246.27, 190.94,  333.27
CPT_6457, 7.12, 263.55,  212.79,  246.94, 190.99,  334.32
CPT_6457, 7.14, 269.12,  214.16,  248.64, 191.53,  336.20
CPT_6457, 7.16, 267.25,  213.88,  248.33, 191.73,  336.05
CPT_6457, 7.18, 260.54,  212.62,  246.96, 191.99,  334.67
CPT_6457, 7.20, 256.96,  211.98,  246.33, 192.28,  334.09
CPT_6457, 7.22, 261.89,  212.46,  246.30, 191.24,  335.05
CPT_6457, 7.24, 261.72,  212.48,  246.31, 191.39,  335.28
CPT_6457, 7.26, 261.54,  212.49,  246.31, 191.54,  335.52
CPT_6457, 7.28, 255.54,  210.57,  243.58, 190.30,  333.51
CPT_6457, 7.30, 261.87,  211.87,  245.02, 190.41,  335.44
CPT_6457, 7.32, 262.81,  212.28,  245.58, 190.86,  336.11
CPT_6457, 7.34, 263.29,  212.76,  246.33, 191.60,  336.81
CPT_6457, 7.36, 256.25,  212.07,  246.18, 193.10,  335.92
CPT_6457, 7.38, 251.92,  211.92,  247.00, 194.99,  335.88
CPT_6457, 7.40, 246.47,  211.21,  247.33, 196.68,  335.38
CPT_6457, 7.42, 235.66,  208.59,  245.91, 197.94,  333.02
CPT_6457, 7.44, 210.81,  199.99,  236.18, 194.27,  323.26
CPT_6457, 7.46, 203.28,  197.15,  232.58, 192.52,  319.80
CPT_6457, 7.48, 186.21,  190.40,  224.44, 188.40,  310.95
CPT_6457, 7.50, 175.24,  185.71,  216.99, 183.34,  303.53
CPT_6457, 7.52, 168.57,  182.82,  212.89, 180.65,  298.92
CPT_6457, 7.54, 171.78,  184.16,  213.84, 181.03,  301.03
CPT_6457, 7.56, 158.52,  178.42,  207.61, 177.37,  291.67
