File Name, Hegazy Depth, Hegazy Vs, Andrus Depth, Andrus Vs, Rob Depth, Rob Vs, Mc15 Depth, Mc15 Vs, Mc18 Depth, Mc18 Vs
CPT_6458, 12.58, 252.22, 12.58, 198.72, 12.58, 211.07, 12.58, 213.48, 12.58, 360.62
CPT_6458, 12.60, 240.13, 12.60, 195.56, 12.60, 206.81, 12.60, 211.13, 12.60, 355.89
CPT_6458, 12.62, 232.63, 12.62, 193.36, 12.62, 203.99, 12.62, 209.25, 12.62, 352.50
CPT_6458, 12.64, 228.02, 12.64, 191.64, 12.64, 201.97, 12.64, 207.43, 12.64, 349.80
CPT_6458, 12.66, 228.09, 12.66, 191.02, 12.66, 201.58, 12.66, 206.29, 12.66, 348.91
CPT_6458, 12.68, 228.55, 12.68, 190.37, 12.68, 201.21, 12.68, 205.02, 12.68, 347.98
CPT_6458, 12.70, 242.31, 12.70, 191.83, 12.70, 204.66, 12.70, 204.28, 12.70, 350.83
CPT_6458, 12.72, 254.96, 12.72, 193.85, 12.72, 208.43, 12.72, 204.97, 12.72, 354.50
CPT_6458, 12.74, 258.79, 12.74, 194.28, 12.74, 209.51, 12.74, 204.94, 12.74, 355.46
CPT_6458, 12.76, 187.32, 12.76, 177.81, 12.76, 184.69, 12.76, 193.51, 12.76, 324.96
CPT_6458, 12.78, 225.27, 12.78, 184.56, 12.78, 196.50, 12.78, 196.20, 12.78, 339.59
CPT_6458, 12.80, 233.23, 12.80, 187.97, 12.80, 200.65, 12.80, 200.01, 12.80, 345.38
CPT_6458, 12.82, 236.46, 12.82, 189.98, 12.82, 202.92, 12.82, 202.53, 12.82, 348.68
CPT_6458, 12.84, 241.79, 12.84, 191.08, 12.84, 204.77, 12.84, 203.20, 12.84, 350.74
CPT_6458, 12.86, 247.02, 12.86, 191.45, 12.86, 206.02, 12.86, 202.77, 12.86, 351.74
CPT_6458, 12.88, 261.69, 12.88, 191.76, 12.88, 208.82, 12.88, 200.88, 12.88, 353.48
CPT_6458, 12.90, 275.48, 12.90, 191.98, 12.90, 211.46, 12.90, 199.41, 12.90, 355.19
CPT_6458, 12.92, 299.31, 12.92, 191.75, 12.92, 215.58, 12.92, 196.76, 12.92, 357.54
CPT_6458, 12.94, 327.98, 12.94, 191.48, 12.94, 220.54, 12.94, 194.43, 12.94, 360.57
CPT_6458, 12.96, 358.19, 12.96, 191.62, 12.96, 225.94, 12.96, 193.02, 12.96, 364.21
CPT_6458, 12.98, 369.49, 12.98, 190.01, 12.98, 226.89, 12.98, 190.93, 12.98, 364.14
CPT_6458, 13.00, 377.18, 13.00, 187.99, 13.00, 226.95, 13.00, 188.67, 13.00, 363.35
CPT_6458, 13.02, 397.39, 13.02, 184.14, 13.02, 227.91, 13.02, 184.43, 13.02, 362.34
CPT_6458, 13.04, 406.06, 13.04, 179.95, 13.04, 226.71, 13.04, 180.39, 13.04, 359.84
CPT_6458, 13.06, 402.95, 13.06, 176.31, 13.06, 223.94, 13.06, 177.16, 13.06, 356.53
CPT_6458, 13.08, 395.77, 13.08, 174.12, 13.08, 221.40, 13.08, 175.31, 13.08, 354.01
CPT_6458, 13.10, 381.04, 13.10, 171.90, 13.10, 217.58, 13.10, 173.53, 13.10, 350.48
CPT_6458, 13.12, 376.23, 13.12, 170.20, 13.12, 215.73, 13.12, 172.09, 13.12, 348.63
CPT_6458, 13.14, 373.42, 13.14, 168.10, 13.14, 213.96, 13.14, 170.26, 13.14, 346.66
CPT_6458, 13.16, 368.16, 13.16, 165.06, 13.16, 211.17, 13.16, 167.62, 13.16, 343.52
CPT_6458, 13.18, 364.12, 13.18, 162.95, 13.18, 209.17, 13.18, 165.80, 13.18, 341.35
CPT_6458, 13.20, 357.41, 13.20, 161.23, 13.20, 206.95, 13.20, 164.34, 13.20, 339.12
CPT_6458, 13.22, 360.69, 13.22, 160.40, 13.22, 207.02, 13.22, 163.65, 13.22, 339.17
CPT_6458, 13.24, 351.98, 13.24, 158.95, 13.24, 204.62, 13.24, 162.44, 13.24, 336.87
CPT_6458, 13.26, 346.32, 13.26, 158.34, 13.26, 203.26, 13.26, 161.97, 13.26, 335.75
CPT_6458, 13.28, 338.05, 13.28, 158.22, 13.28, 201.76, 13.28, 161.96, 13.28, 334.64
CPT_6458, 13.30, 333.66, 13.30, 158.89, 13.30, 201.43, 13.30, 162.64, 13.30, 334.84
CPT_6458, 13.32, 326.10, 13.32, 158.67, 13.32, 199.96, 13.32, 162.54, 13.32, 333.69
CPT_6458, 13.34, 317.81, 13.34, 158.62, 13.34, 198.45, 13.34, 162.60, 13.34, 332.53
CPT_6458, 13.36, 306.27, 13.36, 159.28, 13.36, 196.77, 13.36, 163.35, 13.36, 331.40
CPT_6458, 13.38, 298.26, 13.38, 160.84, 13.38, 196.29, 13.38, 164.95, 13.38, 331.68
CPT_6458, 13.40, 287.04, 13.40, 161.52, 13.40, 194.63, 13.40, 165.80, 13.40, 330.53
CPT_6458, 13.42, 282.96, 13.42, 162.28, 13.42, 194.37, 13.42, 166.65, 13.42, 330.73
CPT_6458, 13.44, 279.15, 13.44, 162.98, 13.44, 194.12, 13.44, 167.46, 13.44, 330.93
CPT_6458, 13.46, 273.51, 13.46, 164.11, 13.46, 193.80, 13.46, 168.75, 13.46, 331.18
CPT_6458, 13.48, 266.69, 13.48, 165.52, 13.48, 193.43, 13.48, 170.40, 13.48, 331.46
CPT_6458, 13.50, 270.57, 13.50, 167.57, 13.50, 195.58, 13.50, 172.46, 13.50, 334.49
CPT_6458, 13.52, 283.68, 13.52, 168.93, 13.52, 199.03, 13.52, 173.53, 13.52, 338.50
CPT_6458, 13.54, 299.48, 13.54, 169.58, 13.54, 202.46, 13.54, 173.83, 13.54, 342.17
CPT_6458, 13.56, 306.62, 13.56, 169.28, 13.56, 203.62, 13.56, 173.43, 13.56, 343.37
CPT_6458, 13.58, 291.02, 13.58, 166.90, 13.58, 199.18, 13.58, 171.45, 13.58, 338.65
CPT_6458, 13.60, 274.80, 13.60, 167.45, 13.60, 196.49, 13.60, 172.42, 13.60, 336.37
CPT_6458, 13.62, 254.93, 13.62, 170.35, 13.62, 194.64, 13.62, 176.22, 13.62, 335.57
CPT_6458, 13.64, 244.04, 13.64, 175.38, 13.64, 196.10, 13.64, 182.56, 13.64, 338.87
CPT_6458, 13.66, 227.91, 13.66, 178.51, 13.66, 195.47, 13.66, 187.89, 13.66, 339.49
CPT_6458, 13.68, 218.34, 13.68, 181.24, 13.68, 196.04, 13.68, 192.95, 13.68, 341.31
CPT_6458, 13.70, 210.18, 13.70, 184.27, 13.70, 197.51, 13.70, 199.26, 13.70, 344.39
CPT_6458, 13.72, 215.27, 13.72, 186.34, 13.72, 200.19, 13.72, 201.54, 13.72, 348.11
CPT_6458, 13.74, 227.01, 13.74, 189.30, 13.74, 204.57, 13.74, 203.73, 13.74, 353.62
CPT_6458, 13.76, 237.31, 13.76, 192.19, 13.76, 208.69, 13.76, 206.17, 13.76, 358.68
CPT_6458, 13.78, 245.90, 13.78, 194.34, 13.78, 211.88, 13.78, 207.79, 13.78, 362.44
CPT_6458, 13.80, 255.45, 13.80, 196.30, 13.80, 215.03, 13.80, 208.95, 13.80, 365.94
CPT_6458, 13.82, 258.28, 13.82, 197.41, 13.82, 216.48, 13.82, 210.11, 13.82, 367.74
CPT_6458, 13.84, 250.53, 13.84, 198.70, 13.84, 216.75, 13.84, 213.75, 13.84, 368.96
CPT_6458, 13.86, 246.80, 13.86, 199.54, 13.86, 217.23, 13.86, 216.10, 13.86, 370.05
CPT_6458, 13.88, 252.15, 13.88, 201.63, 13.88, 219.97, 13.88, 218.29, 13.88, 373.29
CPT_6458, 13.90, 253.13, 13.90, 202.70, 13.90, 221.26, 13.90, 219.92, 13.90, 374.97
CPT_6458, 13.92, 253.42, 13.92, 203.24, 13.92, 221.92, 13.92, 220.79, 13.92, 375.86
CPT_6458, 13.94, 259.18, 13.94, 204.63, 13.94, 223.98, 13.94, 221.64, 13.94, 378.08
CPT_6458, 13.96, 263.78, 13.96, 205.50, 13.96, 225.38, 13.96, 221.91, 13.96, 379.54
CPT_6458, 13.98, 262.51, 13.98, 205.01, 13.98, 224.82, 13.98, 221.39, 13.98, 378.97
CPT_6458, 14.00, 261.22, 14.00, 204.52, 14.00, 224.25, 14.00, 220.88, 14.00, 378.40
CPT_6458, 14.02, 259.42, 14.02, 204.05, 14.02, 223.65, 14.02, 220.53, 14.02, 377.84
CPT_6458, 14.04, 258.79, 14.04, 204.08, 14.04, 223.68, 14.04, 220.74, 14.04, 377.98
CPT_6458, 14.06, 259.17, 14.06, 204.60, 14.06, 224.34, 14.06, 221.55, 14.06, 378.85
CPT_6458, 14.08, 263.31, 14.08, 206.02, 14.08, 226.28, 14.08, 222.92, 14.08, 381.05
CPT_6458, 14.10, 273.92, 14.10, 208.67, 14.10, 230.09, 14.10, 224.69, 14.10, 385.04
CPT_6458, 14.12, 286.76, 14.12, 211.58, 14.12, 234.39, 14.12, 226.41, 14.12, 389.36
CPT_6458, 14.14, 308.26, 14.14, 216.22, 14.14, 241.33, 14.14, 229.14, 14.14, 396.04
CPT_6458, 14.16, 320.94, 14.16, 219.19, 14.16, 245.67, 14.16, 231.20, 14.16, 400.21
CPT_6458, 14.18, 326.77, 14.18, 221.09, 14.18, 248.23, 14.18, 232.97, 14.18, 402.79
CPT_6458, 14.20, 325.96, 14.20, 222.01, 14.20, 249.14, 14.20, 234.55, 14.20, 403.96
CPT_6458, 14.22, 318.88, 14.22, 222.74, 14.22, 249.36, 14.22, 237.31, 14.22, 404.78
CPT_6458, 14.24, 317.06, 14.24, 223.20, 14.24, 249.79, 14.24, 238.53, 14.24, 405.46
CPT_6458, 14.26, 311.71, 14.26, 222.55, 14.26, 248.76, 14.26, 238.79, 14.26, 404.74
CPT_6458, 14.28, 312.42, 14.28, 222.93, 14.28, 249.30, 14.28, 239.26, 14.28, 405.35
CPT_6458, 14.30, 316.56, 14.30, 224.00, 14.30, 250.86, 14.30, 240.02, 14.30, 406.86
CPT_6458, 14.32, 318.57, 14.32, 224.34, 14.32, 251.44, 14.32, 240.06, 14.32, 407.43
CPT_6458, 14.34, 322.78, 14.34, 225.00, 14.34, 252.53, 14.34, 240.10, 14.34, 408.41
CPT_6458, 14.36, 218.39, 14.36, 199.24, 14.36, 217.62, 14.36, 226.76, 14.36, 373.35
CPT_6458, 14.38, 265.63, 14.38, 212.14, 14.38, 234.52, 14.38, 233.66, 14.38, 391.69
CPT_6458, 14.40, 291.40, 14.40, 218.19, 14.40, 242.95, 14.40, 236.63, 14.40, 399.91
CPT_6458, 14.42, 300.41, 14.42, 221.62, 14.42, 247.57, 14.42, 240.30, 14.42, 404.60
CPT_6458, 14.44, 302.76, 14.44, 222.73, 14.44, 249.10, 14.44, 241.67, 14.44, 406.20
CPT_6458, 14.46, 305.15, 14.46, 223.82, 14.46, 250.62, 14.46, 243.00, 14.46, 407.77
CPT_6458, 14.48, 306.46, 14.48, 224.54, 14.48, 251.63, 14.48, 243.96, 14.48, 408.85
CPT_6458, 14.50, 312.03, 14.50, 225.95, 14.50, 253.64, 14.50, 244.86, 14.50, 410.75
CPT_6458, 14.52, 316.42, 14.52, 227.00, 14.52, 255.14, 14.52, 245.44, 14.52, 412.17
CPT_6458, 14.54, 320.49, 14.54, 228.02, 14.54, 256.62, 14.54, 246.09, 14.54, 413.58
CPT_6458, 14.56, 322.60, 14.56, 228.71, 14.56, 257.61, 14.56, 246.72, 14.56, 414.56
CPT_6458, 14.58, 321.92, 14.58, 228.72, 14.58, 257.67, 14.58, 246.94, 14.58, 414.72
CPT_6458, 14.60, 322.80, 14.60, 229.07, 14.60, 258.19, 14.60, 247.31, 14.60, 415.28
CPT_6458, 14.62, 323.86, 14.62, 229.41, 14.62, 258.71, 14.62, 247.60, 14.62, 415.83
CPT_6458, 14.64, 324.87, 14.64, 229.75, 14.64, 259.23, 14.64, 247.92, 14.64, 416.38
CPT_6458, 14.66, 326.22, 14.66, 230.09, 14.66, 259.75, 14.66, 248.12, 14.66, 416.92
CPT_6458, 14.68, 327.00, 14.68, 230.43, 14.68, 260.26, 14.68, 248.50, 14.68, 417.47
CPT_6458, 14.70, 328.76, 14.70, 230.75, 14.70, 260.78, 14.70, 248.56, 14.70, 418.00
CPT_6458, 14.72, 333.30, 14.72, 231.38, 14.72, 261.75, 14.72, 248.34, 14.72, 418.87
CPT_6458, 14.74, 339.97, 14.74, 232.28, 14.74, 263.16, 14.74, 248.06, 14.74, 420.10
CPT_6458, 14.76, 343.63, 14.76, 232.51, 14.76, 263.66, 14.76, 247.49, 14.76, 420.56
CPT_6458, 14.78, 348.59, 14.78, 233.03, 14.78, 264.59, 14.78, 247.14, 14.78, 421.39
CPT_6458, 14.80, 349.73, 14.80, 232.97, 14.80, 264.63, 14.80, 246.75, 14.80, 421.49
CPT_6458, 14.82, 351.56, 14.82, 232.86, 14.82, 264.67, 14.82, 246.15, 14.82, 421.58
CPT_6458, 14.84, 352.55, 14.84, 232.79, 14.84, 264.70, 14.84, 245.80, 14.84, 421.68
CPT_6458, 14.86, 348.18, 14.86, 231.88, 14.86, 263.41, 14.86, 245.27, 14.86, 420.67
CPT_6458, 14.88, 342.07, 14.88, 230.66, 14.88, 261.65, 14.88, 244.65, 14.88, 419.25
CPT_6458, 14.90, 340.50, 14.90, 230.34, 14.90, 261.24, 14.90, 244.48, 14.90, 418.99
CPT_6458, 14.92, 336.71, 14.92, 229.76, 14.92, 260.37, 14.92, 244.39, 14.92, 418.35
CPT_6458, 14.94, 333.46, 14.94, 229.92, 14.94, 260.43, 14.94, 245.46, 14.94, 418.58
CPT_6458, 14.96, 327.43, 14.96, 229.40, 14.96, 259.59, 14.96, 246.18, 14.96, 417.99
CPT_6458, 14.98, 323.11, 14.98, 229.17, 14.98, 259.21, 14.98, 247.00, 14.98, 417.80
CPT_6458, 15.00, 318.15, 15.00, 228.56, 15.00, 258.37, 15.00, 247.39, 15.00, 417.18
CPT_6458, 15.02, 317.26, 15.02, 228.58, 15.02, 258.42, 15.02, 247.70, 15.02, 417.34
CPT_6458, 15.04, 316.61, 15.04, 228.60, 15.04, 258.48, 15.04, 247.93, 15.04, 417.49
CPT_6458, 15.06, 313.61, 15.06, 228.63, 15.06, 258.59, 15.06, 249.04, 15.06, 417.72
CPT_6458, 15.08, 312.98, 15.08, 228.98, 15.08, 259.14, 15.08, 249.99, 15.08, 418.33
CPT_6458, 15.10, 329.63, 15.10, 233.22, 15.10, 264.99, 15.10, 252.70, 15.10, 423.67
CPT_6458, 15.12, 221.07, 15.12, 204.12, 15.12, 228.23, 15.12, 238.85, 15.12, 386.97
CPT_6458, 15.14, 260.68, 15.14, 216.20, 15.14, 242.82, 15.14, 244.88, 15.14, 402.91
CPT_6458, 15.16, 269.97, 15.16, 218.71, 15.16, 245.97, 15.16, 245.94, 15.16, 406.15
CPT_6458, 15.18, 277.66, 15.18, 221.03, 15.18, 249.09, 15.18, 247.60, 15.18, 409.29
CPT_6458, 15.20, 281.20, 15.20, 222.16, 15.20, 250.65, 15.20, 248.52, 15.20, 410.89
CPT_6458, 15.22, 284.32, 15.22, 223.25, 15.22, 252.21, 15.22, 249.60, 15.22, 412.47
CPT_6458, 15.24, 288.99, 15.24, 224.41, 15.24, 253.69, 15.24, 249.98, 15.24, 413.95
CPT_6458, 15.26, 296.96, 15.26, 226.26, 15.26, 256.06, 15.26, 250.50, 15.26, 416.28
CPT_6458, 15.28, 308.34, 15.28, 228.74, 15.28, 259.26, 15.28, 251.07, 15.28, 419.34
CPT_6458, 15.30, 316.59, 15.30, 230.42, 15.30, 261.49, 15.30, 251.40, 15.30, 421.48
CPT_6458, 15.32, 322.65, 15.32, 231.38, 15.32, 262.77, 15.32, 251.14, 15.32, 422.75
CPT_6458, 15.34, 329.73, 15.34, 231.89, 15.34, 263.50, 15.34, 249.81, 15.34, 423.52
CPT_6458, 15.36, 331.28, 15.36, 231.82, 15.36, 263.45, 15.36, 249.20, 15.36, 423.60
CPT_6458, 15.38, 332.24, 15.38, 231.77, 15.38, 263.43, 15.38, 248.81, 15.38, 423.70
CPT_6458, 15.40, 326.43, 15.40, 230.53, 15.40, 261.70, 15.40, 248.19, 15.40, 422.25
CPT_6458, 15.42, 319.98, 15.42, 229.29, 15.42, 259.98, 15.42, 247.80, 15.42, 420.77
CPT_6458, 15.44, 313.10, 15.44, 228.02, 15.44, 258.26, 15.44, 247.57, 15.44, 419.27
CPT_6458, 15.46, 306.57, 15.46, 226.71, 15.46, 256.49, 15.46, 247.19, 15.46, 417.71
CPT_6458, 15.48, 304.20, 15.48, 226.02, 15.48, 255.56, 15.48, 246.61, 15.48, 416.94
